,Journal title,Journal ISSN (print version),Journal EISSN (online version),APC amount,Currency
4614,Advances in Virology ,1687-8639,1687-8647,1025.0,USD - US Dollar
4615,International Journal of Dentistry,1687-8728,1687-8736,1300.0,USD - US Dollar
4616,International Journal of Analytical Chemistry,1687-8760,1687-8779,1600.0,USD - US Dollar
4617,International Journal of Biomaterials,1687-8787,1687-8795,1025.0,USD - US Dollar
4618,International Journal of Geophysics,1687-885X,1687-8868,1025.0,USD - US Dollar
4619,International Journal of Cell Biology,1687-8876,1687-8884,775.0,USD - US Dollar
4620,Advances in Hematology ,1687-9104,1687-9112,775.0,USD - US Dollar
4621,Advances in Mathematical Physics ,1687-9120,1687-9139,1900.0,USD - US Dollar
4622,Advances in Operations Research,1687-9147,1687-9155,975.0,USD - US Dollar
4623,International Journal of Microbiology ,1687-918X,1687-9198,775.0,USD - US Dollar
4624,International Journal of Otolaryngology,1687-9201,1687-921X,775.0,USD - US Dollar
4625,International Journal of Rheumatology,1687-9260,1687-9279,1025.0,USD - US Dollar
4626,Advances in Meteorology,1687-9309,1687-9317,1600.0,USD - US Dollar
4627,International Journal of Corrosion,1687-9325,1687-9333,1025.0,USD - US Dollar
4628,International Journal of Forestry Research,1687-9368,1687-9376,775.0,USD - US Dollar
4629,International Journal of Optics,1687-9384,1687-9392,1350.0,USD - US Dollar
4630,International Journal of Polymer Science,1687-9422,1687-9430,1600.0,USD - US Dollar
4631,Journal of Marine Biology,1687-9481,1687-949X,750.0,USD - US Dollar
4632,Journal of Nanotechnology,1687-9503,1687-9511,950.0,USD - US Dollar
4633,Journal of Probability and Statistics,1687-952X,1687-9538,975.0,USD - US Dollar
4634,Obstetrics and Gynecology International,1687-9589,1687-9597,1025.0,USD - US Dollar
4635,Journal of Robotics,1687-9600,1687-9619,1025.0,USD - US Dollar
4636,Case Reports in Medicine,1687-9627,1687-9635,575.0,USD - US Dollar
4637,International Journal of Differential Equations,1687-9643,1687-9651,1000.0,USD - US Dollar
4638,Stem Cells International,1687-966X,1687-9678,1900.0,USD - US Dollar
4639,Journal of Tropical Medicine,1687-9686,1687-9694,1025.0,USD - US Dollar
4640,International Journal of Ecology,1687-9708,1687-9716,750.0,USD - US Dollar
4641,Applied Computational Intelligence and Soft Computing,1687-9724,1687-9732,1025.0,USD - US Dollar
4642,International Journal of Pediatrics,1687-9740,1687-9759,1025.0,USD - US Dollar
4643,Journal of Environmental and Public Health,1687-9805,1687-9813,1025.0,USD - US Dollar
4644,International Journal of Pediatric Endocrinology ,1687-9848,1687-9856,1370.0,GBP - Pound Sterling
4656,Equilibrium. Quarterly Journal of Economics and Economic Policy,1689-765X,2353-3293,200.0,EUR - Euro
4688,Akademika: Jurnal Pemikiran Islam,1693-069X,2356-2420,150.0,USD - US Dollar
4692,Kompartemen: Jurnal Ilmiah Akuntansi,1693-1084,2579-8928,50000.0,IDR - Rupiah
4694,Jurnal Pendidikan Fisika Indonesia,1693-1246,2355-3812,40.0,USD - US Dollar
4699,Majalah Ilmiah Teknologi Elektro,1693-2951,2503-2372,15.0,USD - US Dollar
4701,Transformatika,1693-3656,2460-6731,100000.0,IDR - Rupiah
4702,Jurnal Aplikasi Manajemen,1693-5241,2302-6332,2000000.0,IDR - Rupiah
4704,Jurnal Kimia Mulawarman,1693-5616,2476-9258,300000.0,IDR - Rupiah
4705,Jurnal Farmasi Sains dan Komunitas,1693-5683,2527-7146,500000.0,IDR - Rupiah
4706,Jurnal Manajemen & Agribisnis,1693-5853,2407-2524,800000.0,IDR - Rupiah
4710,Jurnal Teknik,1693-6191,2715-7660,300000.0,IDR - Rupiah
4718,Media Gizi Indonesia,1693-7228,2540-8410,1000000.0,IDR - Rupiah
4719,Humanitas: Indonesian Psychological Journal,1693-7236,2598-6368,1000000.0,IDR - Rupiah
4720,Medisains,1693-7309,2621-2366,350000.0,IDR - Rupiah
4721,Jurnal Ilmiah Manajemen dan Bisnis,1693-7619,2580-4170,300000.0,IDR - Rupiah
4723,Jema: Jurnal Ilmiah Bidang Akuntansi dan Manajemen,1693-7864,2597-4017,300000.0,IDR - Rupiah
4724,Dharma Raflesia,1693-8046,2615-4544,500000.0,IDR - Rupiah
4726,Jurnal Gizi Klinik Indonesia,1693-900X,2502-4140,500000.0,IDR - Rupiah
4761,International Journal of Clinical and Health Psychology,1697-2600,,800.0,EUR - Euro
4792,Ecology and Society,,1708-3087,950.0,USD - US Dollar
4796,"Allergy, Asthma & Clinical Immunology",1710-1484,1710-1492,1370.0,GBP - Pound Sterling
4799,Avian Conservation and Ecology,1712-6568,,750.0,CAD - Canadian Dollar
4801,Canadian Journal of Infectious Diseases and Medical Microbiology ,1712-9532,1918-1493,1600.0,USD - US Dollar
4803,Island Studies Journal,,1715-2593,30.0,CAD - Canadian Dollar
4813,Italian Journal of Pediatrics,1720-8424,1824-7288,1370.0,GBP - Pound Sterling
4814,European Journal of Inflammation,1721-727X,2058-7392,2000.0,USD - US Dollar
4829,Biogeosciences,1726-4170,1726-4189,1510.0,EUR - Euro
4831,Stellenbosch Papers in Linguistics Plus,1726-541X,2224-3380,2750.0,ZAR - Rand
4836,Potchefstroom Electronic Law Journal,,1727-3781,3500.0,ZAR - Rand
4840,Problems and Perspectives in Management,1727-7051,1810-5467,685.0,EUR - Euro
4841,Авіаційно-космічна техніка та технологія,1727-7337,2663-2217,600.0,UAH - Hryvnia
4846, Vìsnik - Kiïvsʹkij nacìonalʹnij unìversitet ìmenì Tarasa Ševčenka: Ìstorìâ,1728-2640,,1047.0,UAH - Hryvnia
4850,Vìsnik Žitomirsʹkogo Deržavnogo Tehnologìčnogo Unìversitetu: Ekonomìčnì Nauki,1728-4236,,40.0,UAH - Hryvnia
4853,Journal of Exercise Science & Fitness,1728-869X,,1000.0,USD - US Dollar
4856,JLUMHS,1729-0341,2309-8627,50.0,USD - US Dollar
4857,SAHARA-J,1729-0376,1813-4424,1200.0,USD - US Dollar
4858,Eastern-European Journal of Enterprise Technologies,1729-3774,1729-4061,225.0,EUR - Euro
4867,International Journal of Advanced Robotic Systems,,1729-8814,1500.0,USD - US Dollar
4878,Przegląd Naukowy Inżynieria i Kształtowanie Środowiska,1732-9353,2543-7496,492.0,PLN - Zloty
4881,Polish Journal of Microbiology,1733-1331,2544-4646,500.0,USD - US Dollar
4890,Archives of Medical Science,1734-1922,1896-9151,600.0,EUR - Euro
4891,Journal of Modern Science,1734-2031,2391-789X,120.0,EUR - Euro
4892,Family Medicine & Primary Care Review,1734-3402,2449-8580,800.0,PLN - Zloty
4894,International Journal of Applied Mechanics and Engineering,1734-4492,2353-9003,100.0,EUR - Euro
4898,علوم سیاسی,1735-0557,2645-5773,1000000.0,IRR - Iranian Rial
4902,تحقیقات جنگل و صنوبر ایران,1735-0883,2383-1146,500000.0,IRR - Iranian Rial
4903,تحقیقات علوم چوب و کاغذ ایران,1735-0913,2383-112X,500000.0,IRR - Iranian Rial
4906,Iranian Journal of Immunology,1735-1383,1735-367X,200.0,USD - US Dollar
4907,"Iranian Journal of Allergy, Asthma and Immunology",1735-1502,1735-5249,300.0,USD - US Dollar
4911,Journal of Research in Medical Sciences,1735-1995,1735-7136,200.0,USD - US Dollar
4912,Taḥqīqāt-i ̒Ulūm-i Raftārī,1735-2029,2008-8248,1200000.0,IRR - Iranian Rial
4914,تحقیقات نظام سلامت,1735-2363,2322-5564,2000000.0,IRR - Iranian Rial
4916,Caspian Journal of Environmental Sciences ,1735-3033,1735-3866,2500000.0,IRR - Iranian Rial
4918,Dental Research Journal,1735-3327,2008-0255,200.0,USD - US Dollar
4921,ARYA Atherosclerosis,1735-3955,2251-6638,3500000.0,IRR - Iranian Rial
4925,اندیشه‌های نوین تربیتی,1735-448X,2476-7654,1500000.0,IRR - Iranian Rial
4928,Majallah-i ḥuqūq-i taṭbīqī ,1735-496X,2423-3404,2000000.0,IRR - Iranian Rial
4930,Iranian Journal of Pathology,1735-5303,2345-3656,250.0,CAD - Canadian Dollar
4934,مجله دامپزشکی ایران.,1735-6873,2676-704X,4000000.0,IRR - Iranian Rial
4936,هنر اسلامی,1735-708X,2676-7759,9500000.0,IRR - Iranian Rial
4937,Iranian Endodontic Journal,1735-7497,2008-2746,450.0,USD - US Dollar
4938,مجله پژوهش در علوم توانبخشی,1735-7519,2008-2606,1000000.0,IRR - Iranian Rial
4941,مدیریت اطلاعات سلامت,1735-7853,1735-9813,2000000.0,IRR - Iranian Rial
4942,Sālmand,1735-806X,1735-806X,10000000.0,IRR - Iranian Rial
4944,فصلنامه خانواده پژوهی,1735-8442,2476-7484,1500000.0,IRR - Iranian Rial
4948,Iranian Journal of Nursing and Midwifery Research,1735-9066,2228-5504,100.0,USD - US Dollar
4949,Journal of Mazandaran University of Medical Sciences,1735-9260,1735-9279,3000000.0,IRR - Iranian Rial
4952,Estonian Journal of Earth Sciences,1736-4728,1736-7557,500.0,EUR - Euro
4954,Proceedings of the Estonian Academy of Sciences,1736-6046,1736-7530,500.0,EUR - Euro
4965,Journal of Nuclear Fuel Cycle and Waste Technology,1738-1894,2288-5471,300000.0,KRW - Won
4966,대한영상의학회지,1738-2637,2288-2928,50000.0,KRW - Won
4973,Journal of Breast Cancer,1738-6756,2092-9900,500.0,USD - US Dollar
4976,Clinical and Developmental Immunology,1740-2522,1740-2530,1900.0,USD - US Dollar
4977,Journal of Circadian Rhythms,,1740-3391,300.0,GBP - Pound Sterling
4979,Drugs in Context,,1740-4398,1250.0,GBP - Pound Sterling
4980,Cancer Imaging ,1740-5025,1470-7330,1370.0,GBP - Pound Sterling
4981,Maternal and Child Nutrition,1740-8695,1740-8709,2500.0,USD - US Dollar
4982,Evidence-Based Complementary and Alternative Medicine,1741-427X,1741-4288,2250.0,USD - US Dollar
4983,BMC Biology,,1741-7007,1780.0,GBP - Pound Sterling
4984,BMC Medicine,,1741-7015,1880.0,GBP - Pound Sterling
4986,Journal of Neuroinflammation,,1742-2094,1565.0,GBP - Pound Sterling
4987,Theoretical Biology and Medical Modelling,,1742-4682,1370.0,GBP - Pound Sterling
4988,Retrovirology,,1742-4690,1565.0,GBP - Pound Sterling
4989,Reproductive Health,,1742-4755,1370.0,GBP - Pound Sterling
4990,Immunity & Ageing,,1742-4933,1370.0,GBP - Pound Sterling
4991,AIDS Research and Therapy,,1742-6405,1470.0,GBP - Pound Sterling
4992,Emerging Themes in Epidemiology,,1742-7622,1370.0,GBP - Pound Sterling
4993,Journal of Plant Interactions,1742-9145,1742-9153,1950.0,USD - US Dollar
4994,Frontiers in Zoology,,1742-9994,1510.0,GBP - Pound Sterling
4995,Journal of NeuroEngineering and Rehabilitation,,1743-0003,1430.0,GBP - Pound Sterling
4996,Virology Journal,,1743-422X,1370.0,GBP - Pound Sterling
4997,Nutrition & Metabolism,,1743-7075,1430.0,GBP - Pound Sterling
4998,Cerebrospinal Fluid Research,,1743-8454,1370.0,GBP - Pound Sterling
4999,Particle and Fibre Toxicology,,1743-8977,1370.0,GBP - Pound Sterling
5001,Molecular Systems Biology,,1744-4292,3300.0,EUR - Euro
5002,Journal of Maps,,1744-5647,500.0,GBP - Pound Sterling
5004,Molecular Pain,,1744-8069,2500.0,USD - US Dollar
5005,Annals of General Psychiatry,,1744-859X,1565.0,GBP - Pound Sterling
5006,Globalization and Health,,1744-8603,1370.0,GBP - Pound Sterling
5007,Behavioral and Brain Functions,,1744-9081,1370.0,GBP - Pound Sterling
5008,Scandinavian Journal of Disability Research,,1745-3011,470.0,GBP - Pound Sterling
5010,Women's Health,,1745-5065,1500.0,USD - US Dollar
5011,Biology Direct,,1745-6150,1370.0,GBP - Pound Sterling
5012,Trials,,1745-6215,1370.0,GBP - Pound Sterling
5013,Journal of Occupational Medicine and Toxicology,,1745-6673,1445.0,GBP - Pound Sterling
5014,Journal of Experimental Nanoscience,1745-8080,1745-8099,1500.0,USD - US Dollar
5016,Diagnostic Pathology,,1746-1596,1370.0,GBP - Pound Sterling
5017,Head & Face Medicine,,1746-160X,1370.0,GBP - Pound Sterling
5018,Journal of Ethnobiology and Ethnomedicine,,1746-4269,1565.0,GBP - Pound Sterling
5019,International Breastfeeding Journal,,1746-4358,1370.0,GBP - Pound Sterling
5020,Plant Methods,,1746-4811,1430.0,GBP - Pound Sterling
5022,BMC Veterinary Research,,1746-6148,1370.0,GBP - Pound Sterling
5025,Cell Division,,1747-1028,1470.0,GBP - Pound Sterling
5026,"Philosophy, Ethics, and Humanities in Medicine",,1747-5341,1370.0,GBP - Pound Sterling
5028,"Substance Abuse Treatment, Prevention, and Policy",,1747-597X,1370.0,GBP - Pound Sterling
5029,International Journal of Low-Carbon Technologies,1748-1317,1748-1325,750.0,GBP - Pound Sterling
5030,International Journal of Qualitative Studies on Health & Well-Being,1748-2623,1748-2631,1250.0,EUR - Euro
5031,Journal of Algorithms & Computational Technology,1748-3018,1748-3026,1200.0,USD - US Dollar
5032,Implementation Science,,1748-5908,1510.0,GBP - Pound Sterling
5033,Computational and Mathematical Methods in Medicine,1748-670X,1748-6718,1900.0,USD - US Dollar
5034,Radiation Oncology,,1748-717X,1370.0,GBP - Pound Sterling
5035,Algorithms for Molecular Biology,,1748-7188,1370.0,GBP - Pound Sterling
5036,Environmental Research Letters,,1748-9326,1550.0,GBP - Pound Sterling
5039,Social Cognitive and Affective Neuroscience,1749-5016,1749-5024,790.0,GBP - Pound Sterling
5040,Journal of Brachial Plexus and Peripheral Nerve Injury,,1749-7221,1980.0,EUR - Euro
5041,World Journal of Emergency Surgery,,1749-7922,1370.0,GBP - Pound Sterling
5042,Journal of Orthopaedic Surgery and Research,,1749-799X,1565.0,GBP - Pound Sterling
5043,Journal of Cardiothoracic Surgery,,1749-8090,1390.0,GBP - Pound Sterling
5044,Neural Development,,1749-8104,1370.0,GBP - Pound Sterling
5046,Chinese Medicine,,1749-8546,1370.0,GBP - Pound Sterling
5048,Carbon Balance and Management,,1750-0680,850.0,GBP - Pound Sterling
5049,Orphanet Journal of Rare Diseases,,1750-1172,1540.0,GBP - Pound Sterling
5050,Molecular Neurodegeneration,,1750-1326,1650.0,GBP - Pound Sterling
5051,Influenza and Other Respiratory Viruses,1750-2640,1750-2659,2500.0,USD - US Dollar
5053,Infectious Agents and Cancer,,1750-9378,1370.0,GBP - Pound Sterling
5054,International Journal of Multiphysics,1750-9548,2048-3961,600.0,GBP - Pound Sterling
5055,Acta Veterinaria Scandinavica,,1751-0147,1510.0,GBP - Pound Sterling
5056,Source Code for Biology and Medicine,,1751-0473,1370.0,GBP - Pound Sterling
5057,BioPsychoSocial Medicine,,1751-0759,1370.0,GBP - Pound Sterling
5058,Journal of Biological Dynamics,1751-3758,1751-3766,1195.0,USD - US Dollar
5059,Microbial Biotechnology,,1751-7915,2900.0,USD - US Dollar
5060,Green Chemistry Letters and Reviews,1751-8253,1751-7192,600.0,USD - US Dollar
5061,Conflict and Health,,1752-1505,1370.0,GBP - Pound Sterling
5062,Chemistry Central Journal,,1752-153X,1690.0,EUR - Euro
5063,Journal of Medical Case Reports,,1752-1947,1370.0,GBP - Pound Sterling
5065,International Journal of Mental Health Systems,,1752-4458,1370.0,GBP - Pound Sterling
5066,Evolutionary Applications,,1752-4571,2900.0,USD - US Dollar
5067,Clinical and Translational Science,1752-8054,1752-8062,3000.0,USD - US Dollar
5069,Child and Adolescent Psychiatry and Mental Health,,1753-2000,1370.0,GBP - Pound Sterling
5070,Journal of Flood Risk Management,,1753-318X,2200.0,USD - US Dollar
5071,Innate Immunity,1753-4259,1753-4267,2000.0,USD - US Dollar
5072,Therapeutic Advances in Respiratory Disease,1753-4658,1753-4666,2000.0,USD - US Dollar
5075,Therapeutic Advances in Cardiovascular Disease,1753-9447,1753-9455,2000.0,USD - US Dollar
5077,Journal of Biological Engineering,,1754-1611,1430.0,GBP - Pound Sterling
5079,ecancermedicalscience,,1754-6605,1000.0,GBP - Pound Sterling
5080,Biotechnology for Biofuels,,1754-6834,1565.0,GBP - Pound Sterling
5083,Disease Models & Mechanisms,1754-8403,1754-8411,2500.0,GBP - Pound Sterling
5084,Patient Safety in Surgery,,1754-9493,1370.0,GBP - Pound Sterling
5087,Conservation Letters,,1755-263X,1850.0,USD - US Dollar
5088,Marine Biodiversity Records,,1755-2672,1370.0,GBP - Pound Sterling
5091,Epidemics,1755-4365,1878-0067,2000.0,USD - US Dollar
5092,Cardiovascular Therapeutics,1755-5914,1755-5922,1600.0,USD - US Dollar
5093,CNS Neuroscience & Therapeutics,1755-5930,1755-5949,2300.0,USD - US Dollar
5094,International Archives of Medicine,,1755-7682,600.0,EUR - Euro
5095,Molecular Cytogenetics,,1755-8166,1370.0,GBP - Pound Sterling
5096,BMC Medical Genomics,,1755-8794,1370.0,GBP - Pound Sterling
5097,BioData Mining,,1756-0381,1370.0,GBP - Pound Sterling
5098,BMC Research Notes,,1756-0500,990.0,GBP - Pound Sterling
5100,Interventional Cardiology Review ,1756-1477,1756-1485,1050.0,GBP - Pound Sterling
5101,Therapeutic Advances in Gastroenterology,1756-283X,1756-2848,2000.0,USD - US Dollar
5102,Therapeutic Advances in Neurological Disorders,1756-2856,1756-2864,2000.0,USD - US Dollar
5103,Therapeutic Advances in Urology,1756-2872,1756-2880,2200.0,USD - US Dollar
5104,Parasites & Vectors,,1756-3305,1370.0,GBP - Pound Sterling
5106,Molecular Brain,,1756-6606,1395.0,GBP - Pound Sterling
5107,Thyroid Research,,1756-6614,1370.0,GBP - Pound Sterling
5108,International Journal of Spray and Combustion Dynamics,1756-8277,1756-8285,1200.0,USD - US Dollar
5109,International Journal of Micro Air Vehicles,1756-8293,1756-8307,1200.0,USD - US Dollar
5110,International Journal of Climate Change Strategies and Management,1756-8692,1756-8706,1500.0,GBP - Pound Sterling
5111,Journal of Hematology & Oncology,,1756-8722,1650.0,GBP - Pound Sterling
5112,Epigenetics & Chromatin,,1756-8935,1565.0,GBP - Pound Sterling
5113,Genome Medicine,,1756-994X,1780.0,GBP - Pound Sterling
5114,Journal of Experimental & Clinical Cancer Research,,1756-9966,1470.0,GBP - Pound Sterling
5115,Journal of Foot and Ankle Research,,1757-1146,1370.0,GBP - Pound Sterling
5116,GCB Bioenergy,1757-1693,1757-1707,2500.0,USD - US Dollar
5117,Journal of Ovarian Research,,1757-2215,1370.0,GBP - Pound Sterling
5118,EMBO Molecular Medicine,1757-4676,1757-4684,3300.0,EUR - Euro
5119,Gut Pathogens,,1757-4749,1540.0,GBP - Pound Sterling
5120,Stem Cell Research & Therapy,,1757-6512,1390.0,GBP - Pound Sterling
5121,"Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine",,1757-7241,1485.0,GBP - Pound Sterling
5122,Orthopaedic Surgery,1757-7853,1757-7861,2200.0,USD - US Dollar
5124,Database: The Journal of Biological Databases and Curation,,1758-0463,800.0,GBP - Pound Sterling
5125,Breast Cancer Management,1758-1923,1758-1931,1415.0,USD - US Dollar
5127,"Sports Medicine, Arthroscopy, Rehabilitation, Therapy & Technology",,1758-2555,1370.0,GBP - Pound Sterling
5128,Journal of the International AIDS Society ,,1758-2652,2400.0,USD - US Dollar
5129,Journal of Cheminformatics,,1758-2946,1210.0,GBP - Pound Sterling
5130,European Cardiology Review ,1758-3756,1758-3764,1050.0,GBP - Pound Sterling
5131,US Cardiology Review ,1758-3896,1758-390X,1050.0,GBP - Pound Sterling
5132,Diabetology & Metabolic Syndrome,,1758-5996,1420.0,GBP - Pound Sterling
5133,Therapeutic Advances in Medical Oncology,1758-8340,1758-8359,2000.0,USD - US Dollar
5134,Alzheimer’s Research & Therapy,,1758-9193,1390.0,GBP - Pound Sterling
5137,ASN Neuro,,1759-0914,1950.0,USD - US Dollar
5138,International Journal of Ocean and Climate Systems,1759-3131,1759-314X,900.0,USD - US Dollar
5139,Genome Biology and Evolution,,1759-6653,1800.0,USD - US Dollar
5142,Thoracic Cancer,1759-7706,1759-7714,2000.0,USD - US Dollar
5143,Mobile DNA,,1759-8753,1370.0,GBP - Pound Sterling
5158,Subterranean Biology,1768-1448,1314-2615,150.0,EUR - Euro
5170,International Journal for Simulation and Multidisciplinary Design Optimization,1779-627X,1779-6288,900.0,EUR - Euro
5180,Journal of Biological Research - Thessaloniki,1790-045X,2241-5793,1510.0,GBP - Pound Sterling
5183,MIBES Transactions,,1790-9899,60.0,EUR - Euro
