journal_full_title,2015,2016,2017,2018,2019,2020,issn,issn_print,issn_electronic,issn_l
Medical Science Monitor,,,2045.51,2017.0,2035.72,,1234-1010,1234-1010,,1234-1010
Advances in Urology,,,,1061.43,,,1687-6369,1687-6369,1687-6377,1687-6369
Diabetology & Metabolic Syndrome,1595.55,2254.8050000000007,1723.12,,,,1758-5996,1758-5996,1758-5996,1758-5996
Nature and Science of Sleep,,,1882.58,1882.58,,,1179-1608,,1179-1608,1179-1608
International Journal of Advanced Robotic Systems,960.0,720.0,2015.0,1214.935,982.81,,1729-8806,1729-8806,1729-8814,1729-8806
Journal of Clinical & Cellular Immunology,,1907.07,,,,,2155-9899,,2155-9899,2155-9899
Advances in Human-Computer Interaction,,903.34,2016.0,1056.0,,,1687-5893,1687-5893,1687-5907,1687-5893
Clinical Medicine Insights: Oncology,,,,1897.38,,,1179-5549,1179-5549,1179-5549,1179-5549
Gastroenterology Research and Practice,1002.97,1290.315,1481.765,1838.97,1833.62,,1687-6121,1687-6121,1687-630X,1687-6121
Kidney and Blood Pressure Research,1528.5,1687.935,1935.9175,2088.96,1082.9,,1423-0143,1420-4096,1423-0143,1420-4096
Results in Immunology,,,1606.57,,,,2211-2839,2211-2839,,2211-2839
Patient Preference and Adherence,1899.3833333333328,2005.2275,2132.5666666666666,1883.59,1966.6733333333327,1998.6,1177-889X,,1177-889X,1177-889X
Cells,511.81,460.0,542.30125,613.8887500000002,1262.5397752808985,1732.484285714286,2073-4409,,2073-4409,2073-4409
European Journal of Microbiology and Immunology,653.31,514.245,2015.0,549.0,714.0,,2062-509X,2062-509X,2062-8633,2062-509X
International Journal of Emergency Mental Health and Human Resilience,862.57,1915.91,,,,,1522-4821,,,1522-4821
Sports and Exercise Medicine - Open Journal,632.29,,,,,,2379-6375,,2379-6375,2379-6375
Journal of Neuroinfectious Diseases,849.04,2015.0,2028.95,,,,2314-7326,,2314-7326,2314-7326
Brain Disorders & Therapy,1488.355,,,,,,2168-975X,,2168-975X,2168-975X
Annals of Hematology & Oncology,1785.84,2015.0,2011.59,,,,2375-7965,,,2375-7965
ScienceOpen Research,922.0,848.93,,,,,2199-1006,,2199-1006,2199-1006
Research in Number Theory,815.62,,,,,,2363-9555,,2363-9555,2363-9555
Microbiome,1838.59,1816.5320000000002,1667.3369230769226,1832.4527272727273,1913.41,,2049-2618,,2049-2618,2049-2618
Nonlinear Processes in Geophysics,1537.075,971.04,1241.76,2015.0,1391.84,,1607-7946,,1607-7946,1023-5809
Earth System Dynamics,,1329.2,1083.0,1525.3245454545456,1658.6620000000007,,2190-4987,,2190-4987,2190-4987
Advances in Science and Research,214.0,2015.0,238.7933333333333,220.91333333333333,381.82,,1992-0636,,1992-0636,1992-0628
ASTRA Proceedings,138.24,,,,,,2199-3963,,2199-3963,2199-3963
Biology of Mood & Anxiety Disorders,2355.35,,,,,,2045-5380,2045-5380,,2045-5380
BMC Nursing,1936.7033333333334,1662.6716666666666,1508.364,1566.5739999999998,1814.515,,1472-6955,,1472-6955,1472-6955
Journal of Psychiatry & Neuroscience,1148.5566666666666,1310.9450000000004,1670.11,2015.0,1714.7199999999998,,1180-4882,1180-4882,,1180-4882
Epidemics,1756.4925,1599.0600000000004,1682.302,1892.063333333333,1596.84,,1755-4365,1755-4365,,1878-0067
Nucleus,692.25,843.4399999999998,797.2066666666666,1454.0985714285714,,,1949-1034,1949-1034,1949-1042,1949-1042
Blood Cancer Journal,1734.7857142857142,1425.92,1443.46375,1030.0,1225.7,,2044-5385,,2044-5385,2044-5385
Journal of Law and the Biosciences,,,709.51,,,,2053-9711,,2053-9711,2053-9711
Influenza and Other Respiratory Viruses,,1516.323333333333,1597.055,1942.73,,,1750-2640,,,1750-2640
Addictive Behaviors Reports,1581.33,1650.1866666666665,1448.5575,1596.803333333333,1584.85,,2352-8532,2352-8532,,2352-8532
Burnout Research,790.67,,,,,,2213-0586,2213-0586,,2213-0578
Borderline Personality Disorder and Emotion Dysregulation,1868.62,2015.0,1192.0,2015.0,1622.86,1661.24,2051-6673,2051-6673,,2051-6673
Clinical & Experimental Pharmacology,1397.13,,,,,,2161-1459,,2161-1459,2161-1459
Cardiology Research and Practice,,,,1282.28,1717.03,,2090-8016,2090-8016,2090-0597,2090-0597
DNA Research,462.91,630.0,538.1666666666666,640.22,,,1340-2838,1340-2838,1756-1663,1340-2838
Videosurgery and Other Miniinvasive Techniques,,,530.83,,,,1895-4588,1895-4588,,1895-4588
BioPsychoSocial Medicine,1535.1,,,,,,1751-0759,1751-0759,,1751-0759
Asian Social Science,,362.73,2016.0,2016.0,371.22,,1911-2025,1911-2017,1911-2025,1911-2017
Open Journal of Nursing,899.0,941.0916666666667,2015.0,892.95,999.0,,2162-5336,2162-5336,2162-5344,2162-5336
Annals of Intensive Care,,1707.1725,1455.0266666666666,2016.0,1848.815,,2110-5820,2110-5820,,2110-5820
Orthopaedic Journal of Sports Medicine,635.525,931.3,693.8077777777777,746.6274999999998,833.258,,2325-9671,2325-9671,2325-9671,2325-9671
Open Journal of Ecology,1045.6,,,,,,2162-1985,2162-1985,2162-1993,2162-1993
Health Psychology Open,773.7049999999998,818.36,2015.0,692.28,766.24,,2055-1029,2055-1029,2055-1029,2055-1029
"African Journal of Food, Agriculture, Nutrition and Development",344.84,2015.0,268.67,263.04,,,1684-5374,,1684-5374,1684-5358
Applied Mathematics,675.53,846.28,765.65,822.29,,,2152-7385,2152-7385,2152-7393,2152-7385
Journal of Big Data,894.88,866.3,837.5,927.44,943.86,,2196-1115,,2196-1115,2196-1115
Journal of Experimental Orthopaedics,1356.6,1394.05,2015.0,1172.365,1558.9,,2197-1153,,2197-1153,2197-1153
Fluids and Barriers of the CNS,1525.3100000000004,1556.6025,1626.066,1661.24,1894.48,,2045-8118,,2045-8118,2045-8118
Antimicrobial Resistance and Infection Control,1612.75,1685.36,1597.4271428571426,1621.965,1589.94,,2047-2994,,2047-2994,2047-2994
BioResources,1015.9983333333333,1135.4433333333334,1204.2220000000002,1197.3633333333335,1427.8625,,1930-2126,,1930-2126,1930-2126
Journal of Internet Services and Applications,763.1333333333333,1065.0,,,,,1867-4828,1867-4828,1869-0238,1867-4828
Advanced Science,2573.57,2856.4066666666663,3803.1133333333337,3353.795,3751.492,,2198-3844,,,2198-3844
Applied Sciences,343.9,591.8779999999998,994.54175,1027.528611111111,1112.0680000000002,1251.69,2076-3417,,2076-3417,2076-3417
Discrete Dynamics in Nature and Society,881.665,1864.87,1014.8333333333335,,,,1026-0226,1026-0226,1607-887X,1026-0226
SAGE Open,151.79333333333332,234.22416666666663,359.25666666666666,365.93666666666667,374.148,,2158-2440,2158-2440,2158-2440,2158-2440
Health and Human Rights,1623.42,,,,,,1079-0969,,1079-0969,1079-0969
Archives of Public Health,1500.65,2015.0,2015.0,942.69,1765.763333333333,,2049-3258,2049-3258,2049-3258,0778-7367
Biomarker Research,,1480.205,1797.1733333333334,,,,2050-7771,,2050-7771,2050-7771
JMIR mHealth and uHealth,1337.6266666666668,1225.69,2299.1781818181817,2540.657647058823,2142.291,2244.635,2291-5222,,2291-5222,2291-5222
Symmetry,,659.6666666666666,909.62,786.6388888888888,1019.26,,2073-8994,,2073-8994,2073-8994
Energy Science & Engineering,840.34,1342.32,1128.97,2015.0,1314.59,,2050-0505,,,2050-0505
Trends in Hearing,447.38,481.59,766.465,804.8241666666668,889.4242857142857,940.16,2331-2165,2331-2165,2331-2165,2331-2165
Sports Medicine - Open,,1174.215,2016.0,1535.62,1730.62,,2199-1170,2199-1170,2198-9761,2198-9761
Dependence Modeling,,615.0,758.4375,547.5,595.0,,2300-2298,,2300-2298,2300-2298
"International Journal of Reproduction, Contraception, Obstetrics and Gynecology",,62.51,,,,,2320-1770,2320-1770,,2320-1770
Energy Reports,,1206.27,2016.0,1577.44,1951.6,,2352-4847,2352-4847,,2352-4847
Investigative Opthalmology & Visual Science,960.0,1325.38625,1663.056,1564.8470000000002,1792.7555555555555,,1552-5783,1552-5783,,0146-0404
The Journal of the Acoustical Society of America,,2007.5866666666666,1917.267692307692,1419.9792307692308,755.946,,0001-4966,0001-4966,,0001-4966
Palgrave Communications,1097.98,1083.785,998.5357142857144,940.0715384615384,1061.9166666666667,,2055-1045,,2055-1045,2055-1045
Food Science & Nutrition,1310.6033333333332,1574.06,1722.745,1622.3185714285714,,,2048-7177,,,2048-7177
Aging Cell,2011.791666666667,2017.7955555555554,1948.65,1667.8614285714286,2166.5679999999998,,1474-9718,,,1474-9718
International Journal of Neuropsychopharmacology,1819.0,2054.614,1661.0166666666669,1717.666666666667,,,1461-1457,1461-1457,1469-5111,1461-1457
JMIR Medical Informatics,1544.8366666666668,2015.0,1341.075,1484.3,1861.87,,2291-9694,,2291-9694,2291-9694
The Plant Genome,1988.0,1650.3,2854.6475,1599.6625,,,1940-3372,,1940-3372,1940-3372
Inside the Cell,850.0,499.25,,,,,2375-2920,,,2375-2920
Food Science and Technology (Campinas),209.42,,,,,,1678-457X,0101-2061,1678-457X,0101-2061
Nanomaterials,487.05,878.29,955.1057142857144,1118.7162068965517,1192.8265625,1810.23,2079-4991,,2079-4991,2079-4991
Horticulture Research,2000.0,2015.0,2015.0,2015.0,1517.25,,2052-7276,,2052-7276,2052-7276
Mechanical Sciences,450.0,2015.0,1249.5,825.5,,,2191-916X,,2191-916X,2191-9151
CMGH Cellular and Molecular Gastroenterology and Hepatology,1785.08,2015.0,2015.0,1720.0,917.785,,2352-345X,2352-345X,,2352-345X
International Journal of Innovative Research in Computer and Communication Engineering,485.97,,,,,,2320-9798,2320-9798,2320-9801,2320-9798
International Journal of Distributed Sensor Networks,1534.3200000000004,1331.22,1302.86,2021.22,918.19,,1550-1329,1550-1329,1550-1477,1550-1329
Design Science,1488.24,2015.0,487.496,540.1,591.475,,2053-4701,,2053-4701,2053-4701
Open Journal of Cloud Computing,240.38,,,,,,2199-1987,,,2199-1987
International Journal of Infectious Diseases,945.8466666666667,1346.3175,1277.1,1201.296,1093.16,,1201-9712,1201-9712,,1201-9712
Italian Journal of Animal Science,,300.0,2016.0,450.0,533.98,,1828-051X,,1828-051X,1594-4077
Earth Perspectives,,525.0,,,,,2194-6434,,2194-6434,2194-6434
Energy and Emission Control Technologies,,1443.0,,,,,2253-2218,,2253-2218,2253-2218
Aquaculture Reports,,642.0166666666668,2016.0,1180.89,,,2352-5134,2352-5134,,2352-5134
Human Resources for Health,1903.0125,1868.355,2292.4966666666664,1827.6875,2030.915,,1478-4491,,1478-4491,1478-4491
Journal of Glaciology,,1590.5333333333335,1486.3041666666668,1717.5411111111111,1754.17,,0022-1430,0022-1430,1727-5652,0022-1430
Journal of Functional Biomaterials,1899.24,275.22,331.94,392.01,748.174,,2079-4983,,2079-4983,2079-4983
BMJ Global Health,,2115.49,3107.4056,3662.9802222222224,2778.269333333333,,2059-7908,,2059-7908,2059-7908
mSphere,1460.16,2317.2275,2729.16125,2536.3991666666666,2405.78875,,2379-5042,,2379-5042,2379-5042
Nanophotonics,,1081.7466666666667,1584.58375,1889.56,1892.3,,2192-8614,2192-8606,2192-8614,2192-8614
JACC: Basic to Translational Science,,2676.005,3430.671666666666,3505.8480000000004,2871.38,,2452-302X,2452-302X,,2452-302X
Journal of Physics: Conference Series,,540.0,2016.0,450.0,,,1742-6588,1742-6588,1742-6596,1742-6588
Mobile Information Systems,,1136.335,1975.7,1883.225,,,1574-017X,1574-017X,1875-905X,1574-017X
Geo: Geography and Environment,1186.25,1352.035,1127.562,1163.3179999999998,1371.25,,2054-4049,,,2054-4049
Computational Intelligence and Neuroscience,,1379.31,,,,,1687-5265,1687-5265,1687-5273,1687-5265
Clinical Epidemiology,,1747.5,1805.18,1817.737692307692,1998.0,,1179-1349,,1179-1349,1179-1349
Case Studies in Nondestructive Testing and Evaluation,,450.98,,,,,2214-6571,2214-6571,,2214-6571
European Review of Aging and Physical Activity,,1790.0,1891.7,1855.305,1594.6433333333334,,1813-7253,1813-7253,1861-6909,1813-7253
ecancermedicalscience,,1233.99,,,,,1754-6605,,1754-6605,1754-6605
Journal of Electrical and Computer Engineering,185.0,582.4766666666667,2015.0,826.19,,,2090-0147,2090-0147,2090-0155,2090-0147
Experimental & Molecular Medicine,,2000.0,2016.0,2854.605,,,2092-6413,,2092-6413,1226-3613
BMC Zoology,,1659.705,1495.37,1528.62,,,2056-3132,,2056-3132,2056-3132
International Journal of Biological Sciences,262.03,1328.0,1715.3,1547.31,,,1449-2288,,,1449-2288
Implementation Science,1896.6175,1865.3064285714288,1800.8036363636365,1825.4214285714286,1989.86,,1748-5908,,1748-5908,1748-5908
Schizophrenia Research and Treatment,,730.46,822.87,,,,2090-2085,2090-2085,2090-2093,2090-2093
Journal of Sensors,185.0,1379.48,1737.1833333333334,2015.0,1981.61,,1687-725X,1687-725X,1687-7268,1687-725X
Genes & Nutrition,,1657.75,2016.0,2076.55,,,1555-8932,1555-8932,1865-3499,1555-8932
Open Life Sciences,1500.0,1275.0,,,,,2391-5412,,2391-5412,2391-5412
Cogent Economics & Finance,,584.44,1204.44,2016.0,725.22,,2332-2039,,2332-2039,2332-2039
Catalysts,681.99,854.7566666666668,854.5083333333333,935.661875,1201.9967741935484,1391.3,2073-4344,,2073-4344,2073-4344
PeerJ Computer Science,,708.81,889.64,,,,2376-5992,,2376-5992,2376-5992
Journal of Veterinary Internal Medicine,1000.0,990.6625,815.3366666666666,741.66,1451.1219999999996,,0891-6640,,,0891-6640
Thermal Science,,150.0,,,,,0354-9836,0354-9836,2334-7163,0354-9836
Veterinary and Animal Science,,1932.0,1708.0,1696.74,1452.8633333333335,,2451-943X,2451-943X,,2451-943X
Open Journal of Political Science,,431.4,2016.0,1999.2,,,2164-0505,2164-0505,2164-0513,2164-0505
Architectural Histories,,627.89,,,,,2050-5833,,2050-5833,2050-5833
Evolutionary Psychology,,174.45,2016.0,2016.0,631.13,719.365,1474-7049,1474-7049,1474-7049,1474-7049
Chemical Sciences Journal,,2197.61,,,,,2150-3494,,2150-3494,2150-3494
Modern Research in Inflammation,,473.62,,,,,2169-9682,2169-9682,2169-9690,2169-9690
Journal of Political Sciences & Public Affairs,,465.0,,,,,2332-0761,,2332-0761,2332-0761
Journal of Negative Results in BioMedicine,1108.37,1319.0666666666666,1022.75,,,,1477-5751,,1477-5751,1477-5751
Blood Advances,,2706.12,2829.8416666666667,1750.72,2756.27,1608.11,2473-9529,2473-9529,2473-9537,2473-9529
BMC Obesity,1895.4833333333331,1731.6225,1495.905,1564.14,,,2052-9538,,2052-9538,2052-9538
Canadian Journal of Kidney Health and Disease,1576.76,1542.835,,,,,2054-3581,2054-3581,2054-3581,2054-3581
Biology of Sex Differences,1895.0,1528.2,2002.9233333333332,2011.766,2065.84,,2042-6410,,2042-6410,2042-6410
BMC Emergency Medicine,1589.2,1622.5539999999994,1670.0600000000004,1834.45,1323.28,,1471-227X,,1471-227X,1471-227X
International Journal of Pediatric Endocrinology,1693.97,2015.0,1558.71,,,,1687-9856,1687-9856,1687-9856,1687-9848
International Breastfeeding Journal,1558.99,2015.0,1813.215,1539.88,,,1746-4358,1746-4358,1746-4358,1746-4358
Reproductive Health,1586.04,1440.7345454545457,1665.61375,1781.5820833333335,1816.72,,1742-4755,,1742-4755,1742-4755
Journal of the International Society of Sports Nutrition,,1552.04,1434.9699999999998,1661.24,1622.86,,1550-2783,,1550-2783,1550-2783
Molecular Autism,2240.6325,1967.7333333333331,1617.505,1558.82,1768.9875000000004,,2040-2392,,2040-2392,2040-2392
BMJ Open Sport & Exercise Medicine,2300.48,1842.1466666666668,1709.6728571428573,1578.7099999999996,1474.3100000000004,,2055-7647,,2055-7647,2055-7647
Canadian Journal of Surgery,369.1166666666666,,,,,,0008-428X,0008-428X,,0008-428X
Contemporary Issues in Education Research (CIER),617.775,,,,,,1941-756X,1940-5847,1941-756X,1940-5847
CMAJ Open,1616.993333333333,,,,,,2291-0026,,2291-0026,2291-0026
Canadian Medical Association Journal,,,1043.0199999999998,,,,0820-3946,0820-3946,1488-2329,0820-3946
Medical Education Online,,476.534,2037.28,1999.2,1452.4000000000005,,1087-2981,,1087-2981,1087-2981
Journal of Healthcare Leadership,,1443.96,1590.59,,,,1179-3201,,1179-3201,1179-3201
International Journal of Women's Health,1889.57,1160.1,1561.745,1603.763333333333,1823.1533333333332,,1179-1411,,1179-1411,1179-1411
Journal of Multidisciplinary Healthcare,1541.9975,1080.33,2015.0,1798.54,,,1178-2390,,1178-2390,1178-2390
Vaccine: Development and Therapy,982.43,,,,,,2230-2298,,2230-2298,2230-2298
International Journal for Parasitology: Parasites and Wildlife,,1710.335,1773.94,1945.823333333333,1901.2879999999998,1892.1,2213-2244,2213-2244,,2213-2244
Urology Case Reports,,,,674.98,666.4,,2214-4420,2214-4420,,2214-4420
NursingPlus Open,816.34,803.29,,,,,2352-9008,2352-9008,,2352-9008
HeartRhythm Case Reports,540.32,2015.0,694.825,2015.0,975.8,616.31,2214-0271,2214-0271,,2214-0271
Enliven: Clinical Dermatology,494.5,,,,,,2379-5832,,2379-5832,2379-5832
Frontiers in Veterinary Science,503.185,1686.2516666666668,1487.4818181818182,1460.8761111111112,1685.3296000000007,,2297-1769,,2297-1769,2297-1769
Future Science OA,594.16,2015.0,650.0,2015.0,2015.0,1558.5,2056-5623,,2056-5623,2056-5623
International Journal of Navigation and Observation,185.0,,,,,,1687-5990,1687-5990,1687-6008,1687-5990
International Journal of Pediatrics,,,,955.13,1117.91,,1687-9740,1687-9740,1687-9759,1687-9740
International Journal of Antennas and Propagation,1211.27,2015.0,1883.805,2015.0,2016.175,,1687-5869,1687-5869,1687-5877,1687-5869
VLSI Design,,,774.52,,,,1065-514X,1065-514X,1563-5171,1026-7123
International Journal of Stochastic Analysis,,,804.74,,,,2090-3332,2090-3332,2090-3340,2090-3332
AIDS Research and Treatment,,,851.64,,,,2090-1240,2090-1240,2090-1259,2090-1240
Emergency Medicine International,,,,,1201.3133333333333,,2090-2840,2090-2840,2090-2859,2090-2840
Case Reports in Pediatrics,,362.2,,,,,2090-6803,2090-6803,2090-6811,2090-6811
Nursing Research and Practice,,707.75,2016.0,893.36,903.91,,2090-1429,2090-1429,2090-1437,2090-1429
International Journal of Rheumatology,,734.91,,,,,1687-9260,1687-9260,1687-9279,1687-9260
Journal of Oncology,,,860.0,952.17,1387.44,,1687-8450,1687-8450,1687-8469,1687-8450
Advances in Bioinformatics,730.0,,,,,,1687-8027,1687-8027,1687-8035,1687-8027
Autoimmune Diseases,814.23,2015.0,2015.0,2015.0,1103.34,,2090-0422,2090-0422,2090-0430,2090-0430
International Journal of Hypertension,,,,,1378.17,,2090-0384,2090-0384,2090-0392,2090-0384
International Journal of Otolaryngology,,,669.265,,,,1687-9201,1687-9201,1687-921X,1687-9201
Case Reports in Obstetrics and Gynecology,,,1055.0,,,,2090-6684,2090-6684,2090-6692,2090-6692
Journal of Environmental and Public Health,185.0,845.17,630.04,,,,1687-9805,1687-9805,1687-9813,1687-9805
Journal of Chemistry,185.0,2015.0,2015.0,2015.0,1561.63,,2090-9063,2090-9063,2090-9071,2090-9071
Case Reports in Endocrinology,,457.28,,,,,2090-651X,2090-6501,2090-651X,2090-651X
Canadian Respiratory Journal,,1834.54,2016.0,1584.35,,,1198-2241,1198-2241,1916-7245,1198-2241
Oncoscience,860.3700000000001,,,,,,2331-4737,,2331-4737,2331-4737
Nephron Extra,755.0,,,,,,1664-5529,,1664-5529,1664-5529
Journal of Psychology & Psychotherapy,684.41,1309.0,,,,,2161-0487,,2161-0487,2161-0487
Journal of Anesthesia & Clinical Research,,2487.93,2016.0,1812.3,,,2155-6148,,2155-6148,2155-6148
International Journal of Clinical & Medical Imaging,105.83333333333331,,,,,,2376-0249,,2376-0249,2376-0249
Journal of Clinical Research & Bioethics,810.6,,,,,,2155-9627,,2155-9627,2155-9627
Journal of Clinical Trials,571.97,2015.0,2015.0,2856.39,,,2167-0870,,2167-0870,2167-0870
Health Education Research,,,2571.965,,,,0268-1153,0268-1153,1465-3648,0268-1153
Conservation Physiology,,841.0450000000002,1499.4,1577.015,1927.12,,2051-1434,,2051-1434,2051-1434
Canadian Journal of Infectious Diseases and Medical Microbiology,1080.45,2015.0,2015.0,1500.97,1620.26,,1712-9532,1712-9532,,1712-9532
Pain Research and Management,,,1494.4,1412.1325,,,1203-6765,1203-6765,,1203-6765
Global Pediatric Health,,1165.04,2016.0,2016.0,1554.98,,2333-794X,2333-794X,2333-794X,2333-794X
Journal of Nursing Education and Practice,283.0,258.26,271.94,,,,1925-4059,1925-4040,1925-4059,1925-4040
